MODEL_EGY_16_2;Bristol Brigand;Bristol Brigand;Bristol Brigand;Bristol Brigand;Bristol Brigand;Bristol Brigand;;Bristol Brigand;;;X
MODEL_EGY_16_3;Supermarine Attacker;Supermarine Attacker;Supermarine Attacker;Supermarine Attacker;Supermarine Attacker;Supermarine Attacker;;Supermarine Attacker;;;X
MODEL_EGY_17_1;Fairey Battle;Fairey Battle;Fairey Battle;Fairey Battle;Fairey Battle;Fairey Battle;;Fairey Battle;;;X
MODEL_EGY_17_2;Vultee Hurricane Mk.IV;Vultee Hurricane Mk.IV;Vultee Hurricane Mk.IV;Vultee Hurricane Mk.IV;Vultee Hurricane Mk.IV;Vultee Hurricane Mk.IV;;Vultee Hurricane Mk.IV;;;X
MODEL_EGY_17_3;Bristol Beaufighter;Bristol Beaufighter;Bristol Beaufighter;Bristol Beaufighter;Bristol Beaufighter;Bristol Beaufighter;;Bristol Beaufighter;;;X
MODEL_EGY_18_0;Armstrong-Whitworth AW.41 Albermarle;Armstrong-Whitworth AW.41 Albermarle;Armstrong-Whitworth AW.41 Albermarle;Armstrong-Whitworth AW.41 Albermarle;Armstrong-Whitworth AW.41 Albermarle;Armstrong-Whitworth AW.41 Albermarle;;Armstrong-Whitworth AW.41 Albermarle;;;X
MODEL_EGY_18_1;Douglas Dakota;Douglas Dakota;Douglas Dakota;Douglas Dakota;Douglas Dakota;Douglas Dakota;;Douglas Dakota;;;X
MODEL_EGY_18_2;Avro 685 York;Avro 685 York;Avro 685 York;Avro 685 York;Avro 685 York;Avro 685 York;;Avro 685 York;;;X
#;;;;;;;;;;;X
MODEL_ENG_4_0;Carden-Loyd Mk.VI;Carden-Loyd Mk.VI;Carden-Loyd Mk.VI;Carden-Loyd Mk.VI;Carden-Loyd Mk.VI;Carden-Loyd Mk.VI;;Carden-Loyd Mk.VI;;;X
MODEL_ENG_4_1;Vickers Mk.VIc;Vickers Mk.VIc;Vickers Mk.VIc;Vickers Mk.VIc;Vickers Mk.VIc;Vickers Mk.VIc;;Vickers Mk.VIc;;;X
MODEL_ENG_4_2;Stuart Mk.V;Stuart Mk.V;Stuart Mk.V;Stuart Mk.V;Stuart Mk.V;Stuart Mk.V;;Stuart Mk.V;;;X
MODEL_ENG_5_0;Mk.VI A15 Crusader;Mk.VI A15 Crusader;Mk.VI A15 Crusader;Mk.VI A15 Crusader;Mk.VI A15 Crusader;Mk.VI A15 Crusader;;Mk.VI A15 Crusader;;;X
MODEL_ENG_5_3;Mk.VIII A23M Cromwell;Mk.VIII A23M Cromwell;Mk.VIII A23M Cromwell;Mk.VIII A23M Cromwell;Mk.VIII A23M Cromwell;Mk.VIII A23M Cromwell;;Mk.VIII A23M Cromwell;;;X
MODEL_ENG_5_2;A34 Comet;A34 Comet;A34 Comet;A34 Comet;A34 Comet;A34 Comet;;A34 Comet;;;X
MODEL_ENG_5_3;Centurion Mk.I;Centurion Mk.I;Centurion Mk.I;Centurion Mk.I;Centurion Mk.I;Centurion Mk.I;;Centurion Mk.I;;;X
MODEL_ENG_5_4;Centurion Mk.III;Centurion Mk.III;Centurion Mk.III;Centurion Mk.III;Centurion Mk.III;Centurion Mk.III;;Centurion Mk.III;;;X
MODEL_ENG_5_5;Centurion Mk.V;Centurion Mk.V;Centurion Mk.V;Centurion Mk.V;Centurion Mk.V;Centurion Mk.V;;Centurion Mk.V;;;X
MODEL_ENG_12_1;Supermarine Spitfire Mk.I;Supermarine Spitfire Mk.I;Supermarine Spitfire Mk.I;Supermarine Spitfire Mk.I;Supermarine Spitfire Mk.I;Supermarine Spitfire Mk.I;;Supermarine Spitfire Mk.I;;;X
MODEL_ENG_12_2;Supermarine Spitfire Mk.IX;Supermarine Spitfire Mk.IX;Supermarine Spitfire Mk.IX;Supermarine Spitfire Mk.IX;Supermarine Spitfire Mk.IX;Supermarine Spitfire Mk.IX;;Supermarine Spitfire Mk.IX;;;X
MODEL_ENG_12_3;Supermarine Spitfire Mk.XIV;Supermarine Spitfire Mk.XIV;Supermarine Spitfire Mk.XIV;Supermarine Spitfire Mk.XIV;Supermarine Spitfire Mk.XIV;Supermarine Spitfire Mk.XIV;;Supermarine Spitfire Mk.XIV;;;X
MODEL_ENG_12_4;Gloster Meteor Mk.III;Gloster Meteor Mk.III;Gloster Meteor Mk.III;Gloster Meteor Mk.III;Gloster Meteor Mk.III;Gloster Meteor Mk.III;;Gloster Meteor Mk.III;;;X
MODEL_ENG_12_5;Gloster Meteor F.8;Gloster Meteor F.8;Gloster Meteor F.8;Gloster Meteor F.8;Gloster Meteor F.8;Gloster Meteor F.8;;Gloster Meteor F.8;;;X
MODEL_ENG_12_6;Gloster Javelin;Gloster Javelin;Gloster Javelin;Gloster Javelin;Gloster Javelin;Gloster Javelin;;Gloster Javelin;;;X
MODEL_ENG_13_0;Gloster Gladiator;Gloster Gladiator;Gloster Gladiator;Gloster Gladiator;Gloster Gladiator;Gloster Gladiator;;Gloster Gladiator;;;X
MODEL_ENG_13_1;Hawker Hurricane Mk.I;Hawker Hurricane Mk.I;Hawker Hurricane Mk.I;Hawker Hurricane Mk.I;Hawker Hurricane Mk.I;Hawker Hurricane Mk.I;;Hawker Hurricane Mk.I;;;X
MODEL_ENG_13_2;Hawker Hurricane Mk.II;Hawker Hurricane Mk.II;Hawker Hurricane Mk.II;Hawker Hurricane Mk.II;Hawker Hurricane Mk.II;Hawker Hurricane Mk.II;;Hawker Hurricane Mk.II;;;X
MODEL_ENG_13_3;Hawker Typhoon;Hawker Typhoon;Hawker Typhoon;Hawker Typhoon;Hawker Typhoon;Hawker Typhoon;;Hawker Typhoon;;;X
MODEL_ENG_13_4;Hawker Tempest;Hawker Tempest;Hawker Tempest;Hawker Tempest;Hawker Tempest;Hawker Tempest;;Hawker Tempest;;;X
MODEL_ENG_13_5;Hawker P.1052;Hawker P.1052;Hawker P.1052;Hawker P.1052;Hawker P.1052;Hawker P.1052;;Hawker P.1052;;;X
MODEL_ENG_13_6;SARO SR.177;SARO SR.177;SARO SR.177;SARO SR.177;SARO SR.177;SARO SR.177;;SARO SR.177;;;X
MODEL_ENG_13_7;Gloster Meteor Mk.I;Gloster Meteor Mk.I;Gloster Meteor Mk.I;Gloster Meteor Mk.I;Gloster Meteor Mk.I;Gloster Meteor Mk.I;;Gloster Meteor Mk.I;;;X
MODEL_ENG_13_8;de Havilland Vampire;de Havilland Vampire;de Havilland Vampire;de Havilland Vampire;de Havilland Vampire;de Havilland Vampire;;de Havilland Vampire;;;X
MODEL_ENG_13_9;English Electric Lightning;English Electric Lightning;English Electric Lightning;English Electric Lightning;English Electric Lightning;English Electric Lightning;;English Electric Lightning;;;X
MODEL_ENG_14_0;Armstrong-Whitworth Whitley;Armstrong-Whitworth Whitley;Armstrong-Whitworth Whitley;Armstrong-Whitworth Whitley;Armstrong-Whitworth Whitley;Armstrong-Whitworth Whitley;;Armstrong-Whitworth Whitley;;;X
MODEL_ENG_14_1;Handley Page Halifax;Handley Page Halifax;Handley Page Halifax;Handley Page Halifax;Handley Page Halifax;Handley Page Halifax;;Handley Page Halifax;;;X
MODEL_ENG_14_2;Avro Lancaster;Avro Lancaster;Avro Lancaster;Avro Lancaster;Avro Lancaster;Avro Lancaster;;Avro Lancaster;;;X
MODEL_ENG_14_3;Vickers Valiant;Vickers Valiant;Vickers Valiant;Vickers Valiant;Vickers Valiant;Vickers Valiant;;Vickers Valiant;;;X
MODEL_ENG_14_4;Avro Vulcan;Avro Vulcan;Avro Vulcan;Avro Vulcan;Avro Vulcan;Avro Vulcan;;Avro Vulcan;;;X
MODEL_ENG_14_5;Handley Page Victor;Handley Page Victor;Handley Page Victor;Handley Page Victor;Handley Page Victor;Handley Page Victor;;Handley Page Victor;;;X
MODEL_ENG_15_0;Bristol Blenheim Mk.I;Bristol Blenheim Mk.I;Bristol Blenheim Mk.I;Bristol Blenheim Mk.I;Bristol Blenheim Mk.I;Bristol Blenheim Mk.I;;Bristol Blenheim Mk.I;;;X
MODEL_ENG_15_1;Handley Page Hampden;Handley Page Hampden;Handley Page Hampden;Handley Page Hampden;Handley Page Hampden;Handley Page Hampden;;Handley Page Hampden;;;X
MODEL_ENG_15_2;Vickers-Armstrong Wellington Mk.III;Vickers-Armstrong Wellington Mk.III;Vickers-Armstrong Wellington Mk.III;Vickers-Armstrong Wellington Mk.III;Vickers-Armstrong Wellington Mk.III;Vickers-Armstrong Wellington Mk.III;;Vickers-Armstrong Wellington Mk.III;;;X
MODEL_ENG_15_3;Bristol Buckingham;Bristol Buckingham;Bristol Buckingham;Bristol Buckingham;Bristol Buckingham;Bristol Buckingham;;Bristol Buckingham;;;X
MODEL_ENG_15_4;de Havilland Mosquito B.XVI;de Havilland Mosquito B.XVI;de Havilland Mosquito B.XVI;de Havilland Mosquito B.XVI;de Havilland Mosquito B.XVI;de Havilland Mosquito B.XVI;;de Havilland Mosquito B.XVI;;;X
MODEL_ENG_15_5;de Havilland Venom;de Havilland Venom;de Havilland Venom;de Havilland Venom;de Havilland Venom;de Havilland Venom;;de Havilland Venom;;;X
MODEL_ENG_15_6;English Electric Canberra;English Electric Canberra;English Electric Canberra;English Electric Canberra;English Electric Canberra;English Electric Canberra;;English Electric Canberra;;;X
MODEL_ENG_16_0;Lockheed Hudson;Lockheed Hudson;Lockheed Hudson;Lockheed Hudson;Lockheed Hudson;Lockheed Hudson;;Lockheed Hudson;;;X
MODEL_ENG_16_1;Bristol Beaufort;Bristol Beaufort;Bristol Beaufort;Bristol Beaufort;Bristol Beaufort;Bristol Beaufort;;Bristol Beaufort;;;X
MODEL_ENG_16_2;Bristol Brigand;Bristol Brigand;Bristol Brigand;Bristol Brigand;Bristol Brigand;Bristol Brigand;;Bristol Brigand;;;X
MODEL_ENG_16_3;Supermarine Attacker;Supermarine Attacker;Supermarine Attacker;Supermarine Attacker;Supermarine Attacker;Supermarine Attacker;;Supermarine Attacker;;;X
MODEL_ENG_16_4;Avro Shackleton;Avro Shackleton;Avro Shackleton;Avro Shackleton;Avro Shackleton;Avro Shackleton;;Avro Shackleton;;;X
MODEL_ENG_17_1;Fairey Battle;Fairey Battle;Fairey Battle;Fairey Battle;Fairey Battle;Fairey Battle;;Fairey Battle;;;X
MODEL_ENG_17_2;Hawker Hurricane Mk.IV;Hawker Hurricane Mk.IV;Hawker Hurricane Mk.IV;Hawker Hurricane Mk.IV;Hawker Hurricane Mk.IV;Hawker Hurricane Mk.IV;;Hawker Hurricane Mk.IV;;;X
MODEL_ENG_17_3;Bristol Beaufighter;Bristol Beaufighter;Bristol Beaufighter;Bristol Beaufighter;Bristol Beaufighter;Bristol Beaufighter;;Bristol Beaufighter;;;X
MODEL_ENG_17_4;de Havilland Venom;de Havilland Venom;de Havilland Venom;de Havilland Venom;de Havilland Venom;de Havilland Venom;;de Havilland Venom;;;X
MODEL_ENG_17_5;Hawker Hunter;Hawker Hunter;Hawker Hunter;Hawker Hunter;Hawker Hunter;Hawker Hunter;;Hawker Hunter;;;X
MODEL_ENG_17_6;Blackburn Buccaneer;Blackburn Buccaneer;Blackburn Buccaneer;Blackburn Buccaneer;Blackburn Buccaneer;Blackburn Buccaneer;;Blackburn Buccaneer;;;X
MODEL_ENG_18_0;Armstrong-Whitworth AW.41 Albermarle;Armstrong-Whitworth AW.41 Albermarle;Armstrong-Whitworth AW.41 Albermarle;Armstrong-Whitworth AW.41 Albermarle;Armstrong-Whitworth AW.41 Albermarle;Armstrong-Whitworth AW.41 Albermarle;;Armstrong-Whitworth AW.41 Albermarle;;;X
MODEL_ENG_18_1;Douglas Dakota;Douglas Dakota;Douglas Dakota;Douglas Dakota;Douglas Dakota;Douglas Dakota;;Douglas Dakota;;;X
MODEL_ENG_18_2;Avro 685 York;Avro 685 York;Avro 685 York;Avro 685 York;Avro 685 York;Avro 685 York;;Avro 685 York;;;X
MODEL_ENG_18_3;Blackburn Beverly;Blackburn Beverly;Blackburn Beverly;Blackburn Beverly;Blackburn Beverly;Blackburn Beverly;;Blackburn Beverly;;;X
MODEL_ENG_18_4;Short Belfast;Short Belfast;Short Belfast;Short Belfast;Short Belfast;Short Belfast;;Short Belfast;;;X
MODEL_ENG_20_0;Thor;Thor;Thor;Thor;Thor;Thor;;Thor;;;X
MODEL_ENG_20_1;Blue Streak;Blue Streak;Blue Streak;Blue Streak;Blue Streak;Blue Streak;;Blue Streak;;;X
MODEL_ENG_21_1;Queen Elizabeth-class;Classe Queen Elizabeth;Classe Queen Elizabeth;Clase 'Queen Elizabeth';Queen Elizabeth-Klasse;Queen Elizabeth-klasa;; Î‡ÒÒ 'Queen Elizabeth';;;X
MODEL_ENG_21_2;Nelson-class;Classe Nelson;Classe Nelson;Clase 'Nelson';Nelson-Klasse;Nelson-klasa;; Î‡ÒÒ 'Nelson';;;X
MODEL_ENG_21_3;King James VI-class;Classe King James VI;Classe King James VI;Clase 'King James VI';King James VI-Klasse;King James VI-klasa;; Î‡ÒÒ 'King James VI';;;X
MODEL_ENG_21_4;Vanguard-class;Classe Vanguard;Classe Vanguard;Clase 'Vanguard';Vanguard-Klasse;Vanguard-klasa;; Î‡ÒÒ 'Vanguard';;;X
MODEL_ENG_22_0;Caledon-class;Classe Caledon;Classe Caledon;Clase 'Caledon';Caledon-Klasse;Caledon-klasa;; Î‡ÒÒ 'Caledon';;;X
MODEL_ENG_22_1;Emerald-class;Classe Emerald;Classe Emerald;Clase 'Emerald';Emerald-Klasse;Emerald-klasa;; Î‡ÒÒ 'Emerald';;;X
MODEL_ENG_22_2;Leander-class;Classe Leander;Classe Leander;Clase 'Leander';Leander-Klasse;Leander-klasa;; Î‡ÒÒ 'Leander';;;X
MODEL_ENG_22_3;Southampton-class;Classe Southampton;Classe Southampton;Clase 'Southampton';Southampton-Klasse;Southampton-klasa;; Î‡ÒÒ 'Southampton';;;X
MODEL_ENG_22_4;Swiftsure-class;Classe Swiftsure;Classe Swiftsure;Clase 'Swiftsure';Swiftsure-Klasse;Swiftsure-klasa;; Î‡ÒÒ 'Swiftsure';;;X
MODEL_ENG_22_5;Minotaur-class;Classe Minotaur;Classe Minotaur;Clase 'Minotaur';Minotaur-Klasse;Minotaur-klasa;; Î‡ÒÒ 'Minotaur';;;X
MODEL_ENG_22_6;Tiger-class;Classe Tiger;Classe Tiger;Clase 'Tiger';Tiger-Klasse;Tiger-klasa;; Î‡ÒÒ 'Tiger';;;X
MODEL_ENG_23_1;Kent-class;Classe Kent;Classe Kent;Clase 'Kent';Kent-Klasse;Kent-klasa;; Î‡ÒÒ 'Kent';;;X
MODEL_ENG_23_2;Surrey-class;Classe Surrey;Classe Surrey;Clase 'Surrey';Surrey-Klasse;Surrey-klasa;; Î‡ÒÒ 'Surrey';;;X
MODEL_ENG_24_1;Renown-class;Classe Renown;Classe Renown;Clase 'Renown';Renown-Klasse;Renown-klasa;; Î‡ÒÒ 'Renown';;;X
MODEL_ENG_24_2;Hood-class;Classe Hood;Classe Hood;Clase 'Hood';Hood-Klasse;Hood-klasa;; Î‡ÒÒ 'Hood';;;X
MODEL_ENG_24_3;G3-class;Classe G3;Classe G3;Clase 'G3';G3-Klasse;G3-klasa;; Î‡ÒÒ 'G3';;;X
MODEL_ENG_25_0;V-class;Classe V;Classe V;Clase 'V';V-Klasse;V-klasa;; Î‡ÒÒ 'V';;;X
MODEL_ENG_25_1;A-class;Classe A;Classe A;Clase 'A';A-Klasse;A-klasa;; Î‡ÒÒ 'A';;;X
MODEL_ENG_25_2;Tribal-class;Classe Tribal;Classe Tribal;Clase 'Tribal';Tribal-Klasse;Tribal-klasa;; Î‡ÒÒ 'Tribal';;;X
MODEL_ENG_25_3;Battle-class;Classe Battle;Classe Battle;Clase 'Battle';Battle-Klasse;Battle-klasa;; Î‡ÒÒ 'Battle';;;X
MODEL_ENG_25_4;Daring-class;Classe Daring;Classe Daring;Clase 'Daring';Daring-Klasse;Daring-klasa;; Î‡ÒÒ 'Daring';;;X
MODEL_ENG_25_5;County-class;Classe County;Classe County;Clase 'County';County-Klasse;County-klasa;; Î‡ÒÒ 'County';;;X
MODEL_ENG_25_6;Bristol-class;Classe Bristol;Classe Bristol;Clase 'Bristol';Bristol-Klasse;Bristol-klasa;; Î‡ÒÒ 'Bristol';;;X
MODEL_ENG_26_1;Courageous-class;Classe Courageous;Classe Courageous;Clase 'Courageous';Courageous-Klasse;Courageous-klasa;; Î‡ÒÒ 'Courageous';;;X
MODEL_ENG_26_2;Ark Royal-class;Classe Ark Royal;Classe Ark Royal;Clase 'Ark Royal';Ark Royal-Klasse;Ark Royal-klasa;; Î‡ÒÒ 'Ark Royal';;;X
MODEL_ENG_26_3;Illustrious-class;Classe Illustrious;Classe Illustrious;Clase 'Illustrious';Illustrious-Klasse;Illustrious-klasa;; Î‡ÒÒ 'Illustrious';;;X
MODEL_ENG_26_4;Implacable-class;Classe Implacable;Classe Implacable;Clase 'Implacable';Implacable-Klasse;Implacable-klasa;; Î‡ÒÒ 'Implacable';;;X
MODEL_ENG_26_5;Eagle-class;Classe Eagle;Classe Eagle;Clase 'Eagle';Eagle-Klasse;Eagle-klasa;; Î‡ÒÒ 'Eagle';;;X
MODEL_ENG_26_6;Malta-class;Classe Malta;Classe Malta;Clase 'Malta';Malta-Klasse;Malta-klasa;; Î‡ÒÒ 'Malta';;;X
MODEL_ENG_26_7;CVA-01-class;Classe CVA-01;Classe CVA-01;Clase 'CVA-01';CVA-01-Klasse;CVA-01-klasa;; Î‡ÒÒ 'CVA-01';;;X
MODEL_ENG_27_0;Hermes-class;Classe Hermes;Classe Hermes;Clase 'Hermes';Hermes-Klasse;Hermes-klasa;; Î‡ÒÒ 'Hermes';;;X
MODEL_ENG_27_1;Eagle-class;Classe Eagle;Classe Eagle;Clase 'Eagle';Eagle-Klasse;Eagle-klasa;; Î‡ÒÒ 'Eagle';;;X
MODEL_ENG_27_2;Unicorn-class;Classe Unicorn;Classe Unicorn;Clase 'Unicorn';Unicorn-Klasse;Unicorn-klasa;; Î‡ÒÒ 'Unicorn';;;X
MODEL_ENG_27_3;Colossus-class;Classe Colossus;Classe Colossus;Clase 'Colossus';Colossus-Klasse;Colossus-klasa;; Î‡ÒÒ 'Colossus';;;X
MODEL_ENG_27_4;Centaur-class;Classe Centaur;Classe Centaur;Clase 'Centaur';Centaur-class;Centaur-klasa;; Î‡ÒÒ 'Centaur';;;X
MODEL_ENG_27_5;Invincible-class;Classe Invincible;Classe Invincible;Clase 'Invincible';Invincible-class;Invincible-klasa;; Î‡ÒÒ 'Invincible';;;X
MODEL_ENG_28_0;H-boat-class;Classe H-boat;Classe H-boat;Clase 'H-boat';H-boat-Klasse;H-boat-klasa;; Î‡ÒÒ 'H-boat';;;X
MODEL_ENG_28_1;Swordfish-class;Classe Swordfish;Classe Swordfish;Clase 'Swordfish';Swordfish-Klasse;Swordfish-klasa;; Î‡ÒÒ 'Swordfish';;;X
MODEL_ENG_28_2;Triton-class;Classe Triton;Classe Triton;Clase 'Triton';Triton-Klasse;Triton-klasa;; Î‡ÒÒ 'Triton';;;X
MODEL_ENG_28_3;A-boat-class;Classe A-boat;Classe A-boat;Clase 'A-boat';A-boat-Klasse;A-boat-klasa;; Î‡ÒÒ 'A-boat';;;X
MODEL_ENG_28_4;Explorer-class;Classe Explorer;Classe Explorer;Clase 'Explorer';Explorer-Klasse;Explorer-klasa;; Î‡ÒÒ 'Explorer';;;X
MODEL_ENG_28_5;Porpoise-class;Classe Porpoise;Classe Porpoise;Clase 'Porpoise';Porpoise-Klasse;Porpoise-klasa;; Î‡ÒÒ 'Porpoise';;;X
MODEL_ENG_28_6;Dreadnought-class;Classe Dreadnought;Classe Dreadnought;Clase 'Dreadnought';Dreadnought-Klasse;Dreadnought-klasa;; Î‡ÒÒ 'Dreadnought';;;X
MODEL_ENG_29_0;Dreadnought-class;Classe Dreadnought;Classe Dreadnought;Clase 'Dreadnought';Dreadnought-Klasse;Dreadnought-klasa;; Î‡ÒÒ 'Dreadnought';;;X
#;;;;;;;;;;;X
MODEL_EST_4_0;TK-S;TK-S;TK-S;TK-S;TK-S;TK-S;;TK-S;;;X
MODEL_EST_4_1;7TPjw;7TPjw;7TPjw;7TPjw;7TPjw;7TPjw;;7TPjw;;;X
MODEL_EST_4_2;10TPjw;10TPjw;10TPjw;10TPjw;10TPjw;10TPjw;;10TPjw;;;X
MODEL_EST_5_2;14TPjw;14TPjw;14TPjw;14TPjw;14TPjw;14TPjw;;14TPjw;;;X
MODEL_EST_5_3;Mk.VIII A23M Cromwell;Mk.VIII A23M Cromwell;Mk.VIII A23M Cromwell;Mk.VIII A23M Cromwell;Mk.VIII A23M Cromwell;Mk.VIII A23M Cromwell;;Mk.VIII A23M Cromwell;;;X
MODEL_EST_5_2;A34 Comet;A34 Comet;A34 Comet;A34 Comet;A34 Comet;A34 Comet;;A34 Comet;;;X
MODEL_EST_5_3;Centurion Mk.I;Centurion Mk.I;Centurion Mk.I;Centurion Mk.I;Centurion Mk.I;Centurion Mk.I;;Centurion Mk.I;;;X
MODEL_EST_13_0;Bristol Bulldog II;Bristol Bulldog II;Bristol Bulldog II;Bristol Bulldog II;Bristol Bulldog II;Bristol Bulldog II;;Bristol Bulldog II;;;X
MODEL_EST_25_0;Lennuk-class;Classe Lennuk;Classe Lennuk;Clase 'Lennuk';Lennuk-Klasse;Lennuk-klasa;; Î‡ÒÒ 'Lennuk';;;X
MODEL_EST_28_0;Kalev-class;Classe Kalev;Classe Kalev;Clase 'Kalev';Kalev-Klasse;Kalev-klasa;; Î‡ÒÒ 'Kalev';;;X
MODEL_ETH_4_0;CV-33;CV-33;CV-33;CV-33;CV-33;CV-33;;CV-33;;;X
MODEL_ETH_4_1;Vickers 6 ton.;Vickers 6 ton.;Vickers 6 ton.;Vickers 6 ton.;Vickers 6 ton.;Vickers 6 ton.;;Vickers 6 ton.;;;X
MODEL_ETH_4_2;M5 Stuart;M5 Stuart;M5 Stuart;M5 Stuart;M5 Stuart;M5 Stuart;;M5 Stuart;;;X
MODEL_ETH_5_0;M3 Lee;M3 Lee;M3 Lee;M3 Lee;M3 Lee;M3 Lee;;M3 Lee;;;X
MODEL_ETH_5_1;M4A1 Sherman;M4A1 Sherman;M4A1 Sherman;M4A1 Sherman;M4A1 Sherman;M4A1 Sherman;;M4A1 Sherman;;;X
MODEL_ETH_5_2;M4/E8 Sherman;M4/E8 Sherman;M4/E8 Sherman;M4/E8 Sherman;M4/E8 Sherman;M4/E8 Sherman;;M4/E8 Sherman;;;X
MODEL_ETH_5_3;M26 Pershing;M26 Pershing;M26 Pershing;M26 Pershing;M26 Pershing;M26 Pershing;;M26 Pershing;;;X
MODEL_ETH_13_0;Fokker F.VII;Fokker F.VII;Fokker F.VII;Fokker F.VII;Fokker F.VII;Fokker F.VII;;Fokker F.VII;;;X
MODEL_FIN_4_0;Traktor nr.53;Traktor nr.53;Traktor nr.53;Traktor nr.53;Traktor nr.53;Traktor nr.53;;Traktor nr.53;;;X
MODEL_FIN_4_1;T-26;T-26;T-26;T-26;T-26;T-26;;T-26;;;X
MODEL_FIN_4_2;Landsverk L-60;Landsverk L-60;Landsverk L-60;Landsverk L-60;Landsverk L-60;Landsverk L-60;;Landsverk L-60;;;X
MODEL_FIN_5_2;BT43;BT43;BT43;BT43;BT43;BT43;;BT43;;;X
MODEL_FIN_5_3;Landsverk L-63;Landsverk L-63;Landsverk L-63;Landsverk L-63;Landsverk L-63;Landsverk L-63;;Landsverk L-63;;;X
MODEL_FIN_5_2;T-34 m.44;T-34 m.44;T-34 m.44;T-34 m.44;T-34 m.44;T-34 m.44;;T-34-85;;;X
MODEL_FIN_12_1;VL Myrsky;VL Myrsky;VL Myrsky;VL Myrsky;VL Myrsky;VL Myrsky;;VL Myrsky;;;X
MODEL_FIN_12_2;Messerschmitt Bf-109G Gustav;Messerschmitt Bf-109G Gustav;Messerschmitt Bf-109G Gustav;Messerschmitt Bf-109G Gustav;Messerschmitt Bf-109G Gustav;Messerschmitt Bf-109G Gustav;;Messerschmitt Bf-109G Gustav;;;X
MODEL_FIN_12_3;VL Pyˆrremyrsky;VL Pyˆrremyrsky;VL Pyˆrremyrsky;VL Pyˆrremyrsky;VL Pyˆrremyrsky;VL Pyˆrremyrsky;;VL Pyoerremyrsky;;;X
MODEL_FIN_13_0;Gloster Gladiator;Gloster Gladiator;Gloster Gladiator;Gloster Gladiator;Gloster Gladiator;Gloster Gladiator;;Gloster Gladiator;;;X
MODEL_FIN_13_1;Fokker D.XXI;Fokker D.XXI;Fokker D.XXI;Fokker D.XXI;Fokker D.XXI;Fokker D.XXI;;Fokker D.XXI;;;X
MODEL_FIN_13_2;Hawker Hurricane Mk.II;Hawker Hurricane Mk.II;Hawker Hurricane Mk.II;Hawker Hurricane Mk.II;Hawker Hurricane Mk.II;Hawker Hurricane Mk.II;;Hawker Hurricane Mk.II;;;X
MODEL_FIN_13_3;VL Vihuri;VL Vihuri;VL Vihuri;VL Vihuri;VL Vihuri;VL Vihuri;;VL Vihuri;;;X
MODEL_FIN_13_4;VL Myrsky II;VL Myrsky II;VL Myrsky II;VL Myrsky II;VL Myrsky II;VL Myrsky II;;VL Myrsky II;;;X
MODEL_FIN_15_0;Bristol Blenheim Mk.I;Bristol Blenheim Mk.I;Bristol Blenheim Mk.I;Bristol Blenheim Mk.I;Bristol Blenheim Mk.I;Bristol Blenheim Mk.I;;Bristol Blenheim Mk.I;;;X
MODEL_FIN_15_1;Bristol Blenheim Mk.IV;Bristol Blenheim Mk.IV;Bristol Blenheim Mk.IV;Bristol Blenheim Mk.IV;Bristol Blenheim Mk.IV;Bristol Blenheim Mk.IV;;Bristol Blenheim Mk.IV;;;X
MODEL_FIN_15_2;Heinkel He-111;Heinkel He-111;Heinkel He-111;Heinkel He-111;Heinkel He-111;Heinkel He-111;;Heinkel He-111;;;X
MODEL_FIN_15_3;Junkers Ju-88;Junkers Ju-88;Junkers Ju-88;Junkers Ju-88;Junkers Ju-88;Junkers Ju-88;;Junkers Ju-88;;;X
MODEL_FIN_18_0;Junkers Ju52/3m;Junkers Ju52/3m;Junkers Ju52/3m;Junkers Ju52/3m;Junkers Ju52/3m;Junkers Ju52/3m;;Junkers Ju52/3m;;;X
MODEL_FIN_23_0;Ilmarinen-class;Classe Ilmarinen;Classe Ilmarinen;Clase 'Ilmarinen';Ilmarinen-Klasse;Ilmarinen-klasa;; Î‡ÒÒ 'Ilmarinen';;;X
MODEL_FIN_28_0;Saukko-class;Classe Saukko;Classe Saukko;Clase 'Saukko';Saukko-Klasse;Saukko-klasa;; Î‡ÒÒ 'Saukko';;;X
MODEL_FIN_28_1;Vetehinen-class;Classe Vetehinen;Classe Vetehinen;Clase 'Vetehinen';Vetehinen-Klasse;Vetehinen-klasa;; Î‡ÒÒ 'Vetehinen';;;X
#;;;;;;;;;;;X
MODEL_FRA_4_0;Renault AMR 1935;Renault AMR 1935;Renault AMR 1935;Renault AMR 1935;Renault AMR 1935;Renault AMR 1935;;Renault AMR 1935;;;X
MODEL_FRA_4_1;Hotchkiss H-39;Hotchkiss H-39;Hotchkiss H-39;Hotchkiss H-39;Hotchkiss H-39;Hotchkiss H-39;;Hotchkiss H-39;;;X
MODEL_FRA_4_2;AMX R-40;AMX R-40;AMX R-40;AMX R-40;AMX R-40;AMX R-40;;AMX R-40;;;X
MODEL_FRA_5_0;Somua S-35;Somua S-35;Somua S-35;Somua S-35;Somua S-35;Somua S-35;;Somua S-35;;;X
MODEL_FRA_5_1;Somua S-40;Somua S-40;Somua S-40;Somua S-40;Somua S-40;Somua S-40;;Somua S-40;;;X
MODEL_FRA_5_4;ARL-44;ARL-44;ARL-44;ARL-44;ARL-44;ARL-44;;ARL-44;;;X
