#;Darkest Hour Core texts;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##### Open this document in Excel, version 5 or later.;;;;;;;;;;;X
##### To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;;X
##### Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;;X
##### Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;;X
##### Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;;X
##### Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;;X
##### Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;;X
##### Place the cursor in cell C1 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost coulmn while still having the string names/comments and the english original text in the left and middle column;;;;;;;;;;;X
##### CAREFULLY read the instructions in cells B18 ? B36;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTES TO TRANSLATORS:;;;;;;;;;;X
##;=====================;;;;;;;;;;X
##;;;;;;;;;;;X
##;1) '%s' is for indicating where another string is inserted, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;3) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.';;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;5) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X
##;6) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X
##;7) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X
##;8) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X
##;TEXT COLORS:;;;;;;;;;;X
##;§A = 0,64,0;;;;;;;;;;X
##;§B = 0,0,192;;;;;;;;;;X
##;§C = 128,0,0;;;;;;;;;;X
##;§D = 255,255,0;;;;;;;;;;X
##;§E = 255,0,255;;;;;;;;;;X
##;§F = 255,128,0;;;;;;;;;;X
##;§G = 0,100,0;;;;;;;;;;X
##;§H = 128,128, 128;;;;;;;;;;X
##;§I = 0,0,255;;;;;;;;;;X
##;§J = 0,192,0;;;;;;;;;;X
##;§M = 100,255,100;;;;;;;;;;X
##;§N = 255,100,100;;;;;;;;;;X
##;§R = 240,0,0;;;;;;;;;;X
##;§W = 255,255,255;;;;;;;;;;X
##;§Y = 208,232,248;;;;;;;;;;X
##;§Z = 0,0,0;;;;;;;;;;X
##;§§ - restores old color;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;10) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X
##;11) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X
##;12) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not  exported into the actual text database file);;;;;;;;;;X
##;;;;;;;;;;;X
##;WHEN DONE: save as 'Semicolon Separated (.csv)' format, and make sure the file is called 'Text.csv'.;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTE: If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
#  ========================;==========;==========;==========;========;==========;==========;==========;==========;;==========;X
#LANGUAGE;English;Franзais;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
#########################################;;;;;;;;;;;X
######### GENERAL TEXT STRINGS #########;;;;;;;;;;;X
#########################################;;;;;;;;;;;X
DOM_DIPLO_COST;Diplomatic Action Cost: %s%.1f\%%\n;Coыt des actions diplomatiques : %s%.1f\%%\n;Costo dell'azione diplomatica: %s%.1f\%%\n;Coste de acciуn diplomбtica: %s%.1f\%%\n;Kosten diplomatischer Aktionen: %s%.1f\%%\n;Koszt akcji dyplomatycznych: %s%.1f\%%\n;;Расходы на дипломатию: %s%.1f\%%\n;;;X
DOM_INTEL_COST;Intelligence Action Cost: %s%.1f\%%\n;Coыt des actions d'espionnage : %s%.1f\%%\n;Costo delle attivitа di spionaggio: %s%.1f\%%\n;Coste de acciуn diplomбtica: %s%.1f\%%\n;Kosten geheimdienstlicher Aktionen: %s%.1f\%%\n;Koszt akcji dyplomatycznych: %s%.1f\%%\n;;Расходы на разведыв.деятельность: %s%.1f\%%\n;;;X
DOM_INTEL_MAINT;Intelligence Maintenance: %s%.1f\%%\n;Maintenance des renseignements : %s%.1f\%%\n;Mantenimento dei servizi segreti: %s%.1f\%%\n;Coste de acciуn diplomбtica: %s%.1f\%%\n;Kosten des Spionagenetzwerks: %s%.1f\%%\n;Koszt akcji dyplomatycznych: %s%.1f\%%\n;;Содержание разведки: %s%.1f\%%\n;;;X
DOM_REL;Bad Relations Normalization Bonus: %s%.1f per month\n;Bonus d'apaisement des tensions : %s%.1f\n;Bonus appianamento tensioni: %s%.1f\n;Bonif. a normalizar malas relaciones: %s%.1f\n;Normalisierungsbonus fьr schlechte Beziehungen: %s%.1f\n;Premia za normalizacjк stosunkуw miкdzynar.: %s%.1f\n;;Бонус к нормализации отношений: %s%.1f в месяц\n;;;X
DOM_DOW_COST;Declaration of War Dissent: %s%.1f\n;Instabilitй causйe par une dйclaration de guerre : %s%.1f\n;Dissenso per Dichiarazione di Guerra: %s%.1f\n;Disensiуn por declaraciуn de guerra: %s%.1f\n;Unruhe durch Kriegserklдrung: %s%.1f\n;Niezadowolenie z wypowiedzenia wojny: %s%.1f\n;;Недовольство при объявлении войны: %s%.1f\n;;;X
DOM_PART_RISK;Partisan Activity: %s%.1f\%%\n;Activitй partisane : %s%.1f\%%\n;Attivitа partigiana: %s%.1f\%%\n;Actividad partisana: %s%.1f\%%\n;Partisanenaktivitдt: %s%.1f\%%\n;Aktywnoњж partyzancka: %s%.1f\%%\n;;Деятельность партизан: %s%.1f\%%\n;;;X
DOM_UPG_COST;Upgrade Cost: %s%.1f\%%\n;Coыt des amйliorations : %s%.1f\%%\n;Costo dell'aggiornamento: %s%.1f\%%\n;Tiempo y coste de modernizaciуn: %s%.1f\%%\n;Modernisierungskosten: %s%.1f\%%\n;Czas i koszt modernizacji: %s%.1f\%%\n;;Стоимость перевооружения: %s%.1f\%%\n;;;X
DOM_UPG_TIME;Upgrade Time: %s%.1f\%%\n;Durйe des amйliorations : %s%.1f\%%\n;Tempo dell'aggiornamento: %s%.1f\%%\n;Tiempo y coste de modernizaciуn: %s%.1f\%%\n;Modernisierungsdauer: %s%.1f\%%\n;Czas i koszt modernizacji: %s%.1f\%%\n;;Время перевооружения: %s%.1f\%%\n;;;X
DOM_DISSENT_GROWTH;Dissent Growth: %s%.1f\%%\n;Croissance de l'instabilitй : %s%.1f\%%\n;Crescita del dissenso: %s%.1f\%%\n;Crecim. disensiуn: %s%.1f\%%\n;Anstieg der Unruhe: %s%.1f\%%\n;Wzrost niezadowolenia: %s%.1f\%%\n;;Рост недовольства: %s%.1f\%%\n;;;X
DOM_CG_DEMAND;Consumer Goods Demand: %s%.1f\%%\n;Demande en biens de consommation : %s%.1f\%%\n;Domanda di beni di consumo: %s%.1f\%%\n;Demanda de bienes de consumo: %s%.1f\%%\n;Konsumgьterbedarf: %s%.1f\%%\n;Zapotrzebowanie na dobra konsumpcyjne: %s%.1f\%%\n;;Потребность в ТНП: %s%.1f\%%\n;;;X
DOM_GEARING_BONUS;Gearing Bonus: %s%.1f\%%\n;Bonus de productivitй : %s%.1f\%%\n;Bonus Produzione Seriale: %s%.1f\%%\n;Bonif. por concentraciуn: %s%.1f\%%\n;Serienproduktionsbonus: %s%.1f\%%\n;Premia produkcji masowej: %s%.1f\%%\n;;Бонус к серийному производству: %s%.1f\%%\n;;;X
DOM_ORG_BONUS;Unit Organization Bonus: %s%.1f\%%\n;Bonus d'organisation de l'unitй :  %s%.1f\%%\n;Bonus organizzazione unitа: %s%.1f\%%\n;Bonif. a organiz. de la unidad: %s%.1f\%%\n;Organisationsbonus fьr Einheiten: %s%.1f\%%\n;Premia zorganizowania jednostek: %s%.1f\%%\n;;Бонус к организации частей: %s%.1f\%%\n;;;X
DOM_TEAM_SALARY;Tech Team Salary: %s%.1f\%%\n;Salaire des йquipes techniques : %s%.1f\%%\n;Salario squadra tecnologica: %s%.1f\%%\n;Salario de investigadores: %s%.1f\%%\n;Forschungskosten: %s%.1f\%%\n;Wynagrodzenie naukowcуw: %s%.1f\%%\n;;Зарплата разработчиков оружия: %s%.1f\%%\n;;;X
DOM_RESEARCH_TIME;Research Time: %s%.1f\%%\n;Temps de recherche : %s%.1f\%%\n;Tempi di ricerca: %s%.1f\%%\n;Tiempo y coste de producciуn: %s%.1f\%%\n;Forschungszeit: %s%.1f\%%\n;Czas i koszt produkcji: %s%.1f\%%\n;;Время изучения: %s%.1f\%%\n;;;X
DOM_STOCKPILES;Stockpiles: %s%.1f\%%\n;Rйserves : %s%.1f\%%\n;Riserve: %s%.1f\%%\n;Existencias: %s%.1f\%%\n;Reserven: %s%.1f\%%\n;Zasoby: %s%.1f\%%\n;;Запасы: %s%.1f\%%\n;;;X
DOM_BELLIGERENCE_DOW;DoW Belligerence Needed: %s%.0f\n;Belligйrance requise pour DdG : %s%.0f\n;Belligeranza richiesta per DdG: %s%.0f\n;Beligerancia necesaria por DdG: %s%.0f\n;Benцtigte Aggressivitдt fьr eine Kriegserklдrung: %s%.0f\n;Wojowniczoњж wymagana do dekl. wojny: %s%.0f\n;;Агрессивность для объявления войны: %s%.0f\n;;;X
DOM_RELATIONSHIPS_DOW;DoW Relationships Needed: %s%.0f\n;Relations requises pour DdG : %s%.0f\n;Relazioni richieste per DdG: %s%.0f\n;Relaciones necesarias por DdG: %s%.0f\n;Benцtigte Beziehung fьr Kriegserklдrung: %s%.0f\n;Poziom relacji potrzebny do dekl. wojny: %s%.0f\n;;Отношения для объявления войны: %s%.0f\n;;;X
DOM_COUNTERINTELLIGENCE;Domestic Counter Intelligence: %s%.1f\%%\n;Contre Espionnage Intйrieur : %s%.1f\%%\n;Controspionaggio Interno: %s%.1f\%%\n;Contraespionaje interior: %s%.1f\%%\n;Gegenspionage: %s%.1f\%%\n;Kontrwywiad krajowy: %s%.1f\%%\n;;Контрразведка: %s%.1f\%%\n;;;X
DOM_INTELLIGENCE;Intelligence Network Distance: %s%.0f level(s)\n;Distance des Rйseaux de Renseignement : %s%.0f niveau(x)\n;Distanza Rete di Spionaggio: %s%.0f livello(i)\n;Distancia de las Redes de Inteligencia: %s%.0f nivel(es)\n;Nachrichtendienstnetzentfernung: %s%.0f level(s)\n;Zasiкg dziaіania siatki wywiadowczej: %s%.0f poziom(y)\n;;Ширина разведыв.сети: %s%.0f уровень\n;;;X
##;;;;;;;;;;;X
DIPROL_WAR7;You may not declare war upon %s while relationships between our countries are higher then %.0f.;Vous ne pouvez pas dйclarer la guerre а %s tant que les relations entre nos nations sont plus hautes que %.0f.;Non puoi dichiarare guerra a %s mentre le relazioni tra le nostre nazioni sono superiori a %.0f.;No se puede declarar la guerra contra %s mientras las relaciones entre ambos paнses sea superior a %.0f.;Sie kцnnen %s nicht den Krieg erklдren, solange die Beziehungen zwischen den Nationen grцЯer als %.0f sind.;Nie moїesz wypowiedzieж wojny paсstwu: %s gdy stos. dypl. miкdzy krajami s№ wyїsze niї %.0f.;;Мы не можем объявить войну государству %s потому что отношения между нашими странами выше чем %.0f.;;;X
DIPROL_DEMT_1;It is against our policy to claim provinces from %s.;Il est contre notre politique de rйclamer des provinces de %s.;E' contrario alle nostre politiche reclamare province da %s.;Es contrario a nuestra polнtica reclamar provincias de %s.;Es ist gegen unsere Politik, Provinzen von %s zu fordern.;Jest przeciwko naszej polityce, by ї№daж prowincji od: %s.;;Это противоречит нашей политике - требовать провинции у государства %s.;;;X
DIPROL_NO_NAP_CANCEL;It is against our policy to cancel our NAP with %s.;Il est contre notre politique d'annuler notre PNA avec %s.;E' contrario alle nostre politiche cancellare il nostro PNA con %s.;Es contrario a nuestra polнtica cancelar el PNA con %s.;Es ist gegen unsere Politik, den Nichtangriffspakt mit %s zu annulieren..;Jest przeciwko naszej polityce, by zakoсczyж pakt o nieagresji z: %s.;;Это противоречит нашей политике - отменить наши ПоН с %s.;;;X
DIPROL_NAP_CANCEL;Cancel our NAP with %s.;Annulation de notre PNA avec %s.;Cancella il nostro PNA con %s.;Cancelar PNA con %s.;Anullieren unseres Nichtangriffpaktes mit %s.;Zakoсcz pakt o nieagresji z: %s.;;Отменить наши ПоН с %s.;;;X
DIPROL_NO_GUARANTEE;It is against our policy to Guarantee Independence of other countries.;Il est contre notre politique de garantir l'indйpendance des autres pays.;E' contrario alle nostre politiche garantire l'indipendenza di altri paesi.;Es contrario a nuestra polнtica Garantizar la Independencia de otros paнses.;Es ist gegen unsere Politik, Garantien fьr andere Nationen auszusprechen.;Jest przeciwko naszej polityce, by gwarantowaж niepodlegіoњж innych paсstw.;;Это противоречит нашей политике выдачей гарантий независимости другим государствам.;;;X
DIPROL_NO_JOIN_ALLIANCE;It is against our policy to join alliances.;Il est contre notre politique de rejoindre des alliances;E' contrario alle nostre politiche entrare in alleanze.;Es contrario a nuestra polнtica unirse a una alianza.;Es ist gegen unsere Politik, uns einem Bьndnis anzuschlieЯen;Jest przeciwko naszej polityce, by doі№czaж do innych sojuszy.;;Это противоречит нашей политике присоединения к альянсам;;;X
DIPROL_NO_JOIN_ALLIANCE_THEY;%s cannot join alliances while at peace because this is against their policy.;%s ne peut rejoindre des alliances en temps de paix car c'est contre leur politique;%s non puт entrare in alleanza in tempo di pace perchй contrario alle loro politiche.;%s no se puede unir a la alianza mientras estйn en paz porque es contrario a sus polнticas.;%s kann sich nicht Allianzen anschlieЯen, wдhrend es im Frieden ist, weil dieses gegen ihre Politikausrichtung wдre.;Paсstwo: %s nie moїe doі№czaж do sojuszy w czasie pokoju, gdyї jest to przeciwne ich polityce.;;%s не может входить в военные союзы в мирное время, потому что это против их политики.;;;X
##;;;;;;;;;;;X
DOMESTIC_CAN_ADD_CLAIMS;Can set claims to territories of neutral countries.\n;Peut revendiquer des territoires de pays neutres.\n;Puт avanzare pretese su territori di paesi neutrali.\n;Puede revindicar territorios de paнses neutrales.\n;Kann Ansprьche auf Territorien von neutralen Lдndern anmelden.\n;Moїe ї№daж terytoriуw w krajach neutralnych.\n;;Можно выдвигать требования на провинции нейтральным странам.\n;;;X
DOMESTIC_CANNOT_ADD_CLAIMS;Cannot set claims to territories of neutral countries.\n;Ne  peut pas revendiquer des territoires de pays neutres.\n;Non puт avanzare pretese su territori di paesi neutrali.\n;No puede revindicar territorios de paнses neutrales.\n;Kann keine Ansprьche auf Territorien von neutralen Lдndern anmelden.\n;Nie moїe ї№daж terytoriуw w krajach neutralnych.\n;;Нельзя выдвигать требования на провинции нейтральным странам.\n;;;X
DOMESTIC_CAN_DEMAND_CLAIMS;Can demand territories from other countries.\n;Peut demander des territoires d'autres pays.\n;Puт domandare territori da altri paesi.\n;Puede reclamar territorios de otros paнses.\n;Kann Provinzen aus anderen Lдndern fordern.\n;Moїe ї№daж terytoriуw innych krajуw.\n;;Можно требовать провинции у других государств.\n;;;X
DOMESTIC_CANNOT_DEMAND_CLAIMS;Cannot demand territories from other countries.\n;Ne peut pas demander des territoires d'autres pays.\n;Non puт domandare territori da altri paesi.\n;No puede reclamar territorios de otros paнses.\n;Kann keine Provinzen aus anderen Lдndern fordern.\n;Nie moїe ї№daж terytoriуw innych krajуw.\n;;Нельзя требовать провинции у других государств.\n;;;X
DOMESTIC_CAN_BREAK_NAP;Can break non-agression pacts.\n;Peut rompre un pacte de non-agression.\n;Puт rompere Patti di Non Aggressione.\n;Puede romper pactos de no agresiуn.\n;Kann Nichtangriffspakte brechen.\n;Moїe іamaж pakty o nieagresji.\n;;Можно отменять пакты о ненападении.\n;;;X
DOMESTIC_CANNOT_BREAK_NAP;Cannot break non-agression pacts.\n;Ne peut pas rompre un pacte de non-agression.\n;Non puт rompere Patti di Non Aggressione.\n;No puede romper pactos de no agresiуn.\n;Kann Nichtangriffspakte nicht brechen.\n;Nie moїe іamaж paktуw o nieagresji.\n;;Нельзя отменять пакты о ненападении.\n;;;X
DOMESTIC_CAN_GUARANTEE;Can Guarantee Independence of other countries.\n;Peut garantir l'indйpendance d'autres pays.\n;Puт garantire l'indipendenza di altri paesi.\n;Puede Garantizar la Independencia de otros paнses.\n;Kann Unabhдngigkeit anderer Lдnder garantieren.\n;Moїe gwarantowaж niepodlegіoњж innych krajуw.\n;;Можно гарантировать независимость других стран.\n;;;X
DOMESTIC_CANNOT_GUARANTEE;Cannot Guarantee Independence of other countries.\n;Ne peut pas garantir l'indйpendance d'autres pays.\n;Non puт garantire l'indipendenza di altri paesi.\n;No puede Garantizar la Independencia de otros paнses.\n;Kann Unabhдngigkeit anderer Lдnder nicht garantieren.\n;Nie moїe gwarantowaж niepodlegіoњci innych krajуw.\n;;Нельзя гарантировать независимость других стран.\n;;;X
##;;;;;;;;;;;X
MIN_RESEARCH_TIME_ALL;- Research time: %s%.0f\%%\n;- Temps de recherche : %s%.0f\%%\n;- Tempo ricerca: %s%.0f\%%\n;- Tiempo de investigaciуn: %s%.0f\%%\n;- Forschungsgeschwindigkeit: %s%.0f\%%\n;- Czas badaс: %s%.0f\%%\n;; - Время исследования: %s%.0f\%%\n;;;X
MIN_RESEARCH_TIME_ONE;- %s research time: %s%.0f\%%\n;- %s temps de recherche : %s%.0f\%%\n;- %s tempo ricerca: %s%.0f\%%\n;- %s tiempo de investigaciуn: %s%.0f\%%\n;- %s Forschgungsgeschwindigkeit: %s%.0f\%%\n;- %s czas badaс: %s%.0f\%%\n;;- %s время исследования: %s%.0f\%%\n;;;X
MIN_RESEARCH_COST_ALL;- Research cost: %s%.0f\%%\n;- Coыt de recherche : %s%.0f\%%\n;- Costo ricerca: %s%.0f\%%\n;- Coste de investigaciуn: %s%.0f\%%\n;- Forschungskosten: %s%.0f\%%\n;- Koszt badaс: %s%.0f\%%\n;;- Стоимость исследования: %s%.0f\%%\n;;;X
MIN_RESEARCH_COST_ONE;- %s research cost: %s%.0f\%%\n;- %s coыt de recherche : %s%.0f\%%\n;- %s costo ricerca: %s%.0f\%%\n;- %s coste de investigaciуn: %s%.0f\%%\n;- %s Forschungskosten: %s%.0f\%%\n;- %s koszt badaс: %s%.0f\%%\n;;- %s стоимость исследования: %s%.0f\%%\n;;;X
MIN_RESOURCE_ALL;- Resource production: %s%.0f\%%\n;- Production de ressources : %s%.0f\%%\n;- Produzione risorse: %s%.0f\%%\n;- Producciуn de recursos: %s%.0f\%%\n;- Nachschubproduktion: %s%.0f\%%\n;- Produkcja zasobуw: %s%.0f\%%\n;;- Производство ресурсов: %s%.0f\%%\n;;;X
MIN_RESOURCE_ONE;- %s production: %s%.0f\%%\n;- %s production : %s%.0f\%%\n;- %s produzione: %s%.0f\%%\n;- %s producciуn: %s%.0f\%%\n;- %s Produktion: %s%.0f\%%\n;- %s produkcja: %s%.0f\%%\n;;- %s производства: %s%.0f\%%\n;;;X
MIN_PRODUCTION;- %s: %s%.0f\%%\n;- %s: %s%.0f\%%\n;- %s: %s%.0f\%%\n;- %s: %s%.0f\%%\n;- %s: %s%.0f\%%\n;- %s: %s%.0f\%%\n;;- %s: %s%.0f\%%\n;;;X
MIN_FOREIGN_IC;- Foreign IC Use: %s%.0f\%%\n;- Utilisation CI йtrangиre : %s%.0f\%%\n;- Uso PI estero: %s%.0f\%%\n;- Uso de CI Exterior: %s%.0f\%%\n;- auslдndische Industriekapazitдt: %s%.0f\%%\n;- PP z obsz. okup.: %s%.0f\%%\n;;- ПП оккупированных территорий: %s%.0f\%%\n;;;X
MIN_CONSTRUCTION_TIME;- %s build time: %s%.0f\%%\n;- %s temps de production : %s%.0f\%%\n;- %s tempo costruzione: %s%.0f\%%\n;- %s tiempo de construcciуn: %s%.0f\%%\n;- %s Bauzeit: %s%.0f\%%\n;- %s czas budowy: %s%.0f\%%\n;;- %s время постройки: %s%.0f\%%\n;;;X
MIN_CONSTRUCTION_COST;- %s build cost: %s%.0f\%%\n;- %s coыt de production : %s%.0f\%%\n;- %s costo costruzione: %s%.0f\%%\n;- %s coste de construcciуn: %s%.0f\%%\n;- %s Baukosten: %s%.0f\%%\n;- %s koszt budowy: %s%.0f\%%\n;;- %s стоимость постройки: %s%.0f\%%\n;;;X
MIN_CONSTRUCTION_TIME_AND_COST;- %s build time and cost: %s%.0f\%%\n;- %s temps et coыt de production : %s%.0f\%%\n;- %s tempo e costo costruzione: %s%.0f\%%\n;- %s tiempo y coste de construcciуn: %s%.0f\%%\n;- %s Bauzeit und Kosten: %s%.0f\%%\n;- %s koszt i czas budowy: %s%.0f\%%\n;;- %s время и стоимость постройки: %s%.0f\%%\n;;;X
MIN_PROVINCE_CONSTRUCTIONS;Province constructions;Constructions provinciales;Costruzioni nelle province;Construcciones Provinciales;Provinzverbesserungen;Konstrukcje w prowincjach;;Строительства в провинциях;;;X
MIN_ALL_UNITS_STRING;Units;Unitйs;Unitа;Unidades;Einheiten;Jednostki;;Части;;;X
MIN_ALL_BRIGADES_STRING;Brigades;Brigades;Brigate;Brigadas;Brigaden;Brygady;;Бригады;;;X
MIN_ALLIANCE_STRING;Alliance;Alliance;Alleanza;Alianza;Allianz;Sojusz;;Союза;;;X
T_COST;Cost;Coыt;Costo;Coste;Kosten;Koszt;;Стоимость;;;X
MIN_ORG_BONUS;- %s Organization: %s%.0f\%%\n;- %s Organisation : %s%.0f\%%\n;- %s Organizzazione: %s%.0f\%%\n;- %s Organizaciуn: %s%.0f\%%\n;- %s Organisation: %s%.0f\%%\n;- %s Organizacja: %s%.0f\%%\n;;- %s Организация: %s%.0f\%%\n;;;X
MIN_MORALE_BONUS;- %s Org. Regain: %s%.0f\%%\n;- %s Regain d'Org. : %s%.0f\%%\n;- %s Recupero Org.: %s%.0f\%%\n;- %s Org. Ganada: %s%.0f\%%\n;- %s Org. Rьckgewinn: %s%.0f\%%\n;- %s Tempo reorg.: %s%.0f\%%\n;;- %s Восст.орг.: %s%.0f\%%\n;;;X
MIN_ATTACK_BONUS;- %s Off. Combat Modifier: %s%.0f\%%\n;- %s Facteur d'Offensive : %s%.0f\%%\n;- %s Modificatore Combattimento Off.: %s%.0f\%%\n;- %s Off. Modificador de combate: %s%.0f\%%\n;- %s Off. Kampfmodifikator: %s%.0f\%%\n;- %s Modyfikator ofensywny: %s%.0f\%%\n;;- %s Модификатор наступления: %s%.0f\%%\n;;;X
MIN_DEFENCE_BONUS;- %s Def. Combat Modifier: %s%.0f\%%\n;- %s Facteur de Dйfense : %s%.0f\%%\n;- %s Modificatore Combattimento Dif.: %s%.0f\%%\n;- %s Def. Modificador de combate: %s%.0f\%%\n;- %s Def. Kampfmodifikator: %s%.0f\%%\n;- %s Modyfikator defensywny: %s%.0f\%%\n;;- %s Модификатор обороны: %s%.0f\%%\n;;;X
MIN_DIPLO_CHANCES;- %s %s: %s%.0f\%%\n;- %s %s : %s%.0f\%%\n;- %s %s: %s%.0f\%%\n;- %s %s: %s%.0f\%%\n;- %s %s: %s%.0f\%%\n;- %s %s: %s%.0f\%%\n;;- %s %s: %s%.0f\%%\n;;;X
MIN_DIPLO_COST;- %s: %d (%d)\n;- %s: %d (%d)\n;- %s: %d (%d)\n;- %s: %d (%d)\n;- %s: %d (%d)\n;- %s: %d (%d)\n;;- %s: %d (%d)\n;;;X
MIN_DIPLO_COST_ALL;- Diplomatic missions cost: %s%.0f\%%\n;- Coыt des missions diplomatiques : %s%.0f\%%\n;- Costo missione diplomatica: %s%.0f\%%\n;- Costes misiуn diplomбtica: %s%.0f\%%\n;- Diplomatiekosten: %s%.0f\%%\n;- Koszt misji dyplomatycznej: %s%.0f\%%\n;;- Стоимость дип.акций: %s%.0f\%%\n;;;X
MIN_DIPLO_DEMOCRACIES;Target government is a democracy:\n;Le gouvernement ciblй est une dйmocratie :\n;Il governo bersaglio и una democrazia:\n;El gobierno seleccionado es una democracia:\n;Die Regierung ist eine Demokratie:\n;Rz№d bкd№cy celem jest demokracj№:\n;;Целевое правительство это демократия:\n;;;X
MIN_DIPLO_DICTATORSHIPS;Target government is a dictatorship:\n;Le gouvernement ciblй est une dictature :\n;Il governo bersaglio и una dittatura:\n;El gobierno seleccionado es una dictadura:\n;Die Regierung ist eine Diktatur:\n;Rz№d bкd№cy celem jest dyktatur№:\n;;Целевое правительство это диктатура:\n;;;X
MIN_DIPLO_CLOSE_IDEOLOGY;Target government has a close ideology:\n;Le gouvernement ciblй est d'idйologie proche :\n;Il governo bersaglio ha un'ideologia simile:\n;El gobierno seleccionado es de una ideologнa similar:\n;Die Regierung hat eine дhnliche Ideologie:\n;Rz№d bкd№cy celem ma blisk№ ideologiк:\n;;Целевое правительство имеет близкую идеологию:\n;;;X
MIN_SPY_DAILY_MAINTENANCE;Intelligence Daily Cost;Coыt journalier des renseignements;Costo Giornaliero Servizi Segreti;Coste diario de Inteligencia;Tдgliche Kosten fьr den Geheimdienst;Dzienny koszt wywiadu;;Дневная стоимость разведки;;;X
MIN_SPY_SINGLE;- %s %s: %s%.0f\%%\n;- %s %s : %s%.0f\%%\n;- %s %s: %s%.0f\%%\n;- %s %s: %s%.0f\%%\n;- %s %s: %s%.0f\%%\n;- %s %s: %s%.0f\%%\n;;- %s %s: %s%.0f\%%\n;;;X
MIN_SPY_ALL;- Intelligence missions %s: %s%.0f\%%\n;- Missions d'espionnage %s : %s%.0f\%%\n;- Missioni spionaggio %s: %s%.0f\%%\n;- Misiones de Inteligencia %s: %s%.0f\%%\n;- Geheimdienstmissionen %s: %s%.0f\%%\n;- Misje wywiadu %s: %s%.0f\%%\n;;- Миссии разведки %s: %s%.0f\%%\n;;;X
MIN_SPY_ALL_AGAINST_US;- Intelligence missions against us %s: %s%.0f\%%\n;- Missions d'espionnage contre nous %s : %s%.0f\%%\n;- Missioni di spionaggio contro di noi %s: %s%.0f\%%\n;- Misiones de Inteligencia contra nosotros %s: %s%.0f\%%\n;- Geheimdienstmissionen gegen uns %s: %s%.0f\%%\n;- Misje wywiadowcze przeciwko nam %s: %s%.0f\%%\n;;- Миссии разведки других государств %s: %s%.0f\%%\n;;;X
MIN_SPY_COST_HOME_ALL;- Intelligence maintenance and funding cost: %s%.0f\%%\n;- Coыt de maintenance et de finance des renseignements : %s%.0f\%%\n;-Costi per mantenere e finanziare lo spionaggio: %s%.0f\%%\n;- Coste del mantenimiento y financiaciуn de la Inteligencia: %s%.0f\%%\n;- Erhaltung und Finanzierung des Geheimdienstes: %s%.0f\%%\n;- Koszty wywiadu: %s%.0f\%%\n;;- Выделение средств на разведку: %s%.0f\%%\n;;;X
MIN_SPY_INTELLIGENCE_REPORT;- %s Intelligence report accuracy: %s%.0f\n;- %s Prйcision du rapport d'espionnage : %s%.0f\n;- %s Accuratezza rapporto di spionaggio: %s%.0f\n;- %s Precisiуn del informe de Inteligencia: %s%.0f\n;- %s Genauigkeit des Geheimdienstes:%s%.0f\n;- %s Dokіadnoњж raportu wywiadu: %s%.0f\n;;- %s Достоверность данных разведки: %s%.0f\n;;;X
